Chart table date,Chart table SPY return,Chart table stock return
31-Dec-09,-3.05,341.27
4-Jan-10,-1.4,342.42
5-Jan-10,-1.14,334.91
6-Jan-10,-1.07,334.33
7-Jan-10,-0.65,337.22
8-Jan-10,-0.32,333.18
11-Jan-10,-0.18,328.56
12-Jan-10,-1.11,334.33
13-Jan-10,-0.28,332.02
14-Jan-10,-0.01,324.52
15-Jan-10,-1.13,343.58
19-Jan-10,0.1,336.65
20-Jan-10,-0.91,329.14
21-Jan-10,-2.82,307.77
22-Jan-10,-4.99,318.74
25-Jan-10,-4.5,325.09
26-Jan-10,-4.9,328.56
27-Jan-10,-4.45,311.23
28-Jan-10,-5.54,296.22
29-Jan-10,-6.57,301.41
1-Feb-10,-5.12,304.3
2-Feb-10,-3.97,311.23
3-Feb-10,-4.45,296.22
4-Feb-10,-7.4,303.15
5-Feb-10,-7.2,300.26
8-Feb-10,-7.87,304.88
9-Feb-10,-6.72,302.57
10-Feb-10,-6.9,310.08
11-Feb-10,-5.92,313.54
12-Feb-10,-6,319.32
16-Feb-10,-4.52,317.59
17-Feb-10,-4.07,318.74
18-Feb-10,-3.51,315.85
19-Feb-10,-3.31,313.54
22-Feb-10,-3.29,306.61
23-Feb-10,-4.46,314.12
24-Feb-10,-3.58,316.43
25-Feb-10,-3.71,322.21
26-Feb-10,-3.65,330.87
1-Mar-10,-2.65,330.87
2-Mar-10,-2.38,332.02
3-Mar-10,-2.3,334.91
4-Mar-10,-2,351.66
5-Mar-10,-0.6,351.66
8-Mar-10,-0.58,360.33
9-Mar-10,-0.42,363.79
10-Mar-10,0.03,364.95
11-Mar-10,0.44,367.26
12-Mar-10,0.45,361.48
15-Mar-10,0.48,363.21
16-Mar-10,1.28,362.06
17-Mar-10,1.88,363.21
18-Mar-10,1.83,358.59
19-Mar-10,0.9,363.79
22-Mar-10,1.44,371.3
23-Mar-10,2.15,373.03
24-Mar-10,1.65,367.26
25-Mar-10,1.49,376.5
26-Mar-10,1.43,379.39
29-Mar-10,2.07,386.32
30-Mar-10,2.14,384.58
31-Mar-10,1.79,386.89
1-Apr-10,2.49,392.09
5-Apr-10,3.32,394.4
6-Apr-10,3.57,396.14
7-Apr-10,2.98,394.98
8-Apr-10,3.33,399.02
9-Apr-10,4.01,399.6
12-Apr-10,4.18,400.18
13-Apr-10,4.25,406.53
14-Apr-10,5.44,413.46
15-Apr-10,5.52,410.57
16-Apr-10,3.85,409.42
19-Apr-10,4.24,404.8
20-Apr-10,5.17,434.83
21-Apr-10,4.98,449.85
22-Apr-10,5.29,458.51
23-Apr-10,5.98,456.2
26-Apr-10,5.58,440.61
27-Apr-10,3.08,439.45
28-Apr-10,3.86,453.89
29-Apr-10,5.15,438.3
30-Apr-10,3.37,449.27
3-May-10,4.71,433.68
4-May-10,2.24,427.9
5-May-10,1.64,407.69
6-May-10,-1.74,386.32
7-May-10,-3.2,423.86
10-May-10,1.06,429.06
11-May-10,0.77,440.61
12-May-10,2.18,433.1
13-May-10,0.91,423.86
14-May-10,-0.91,424.44
17-May-10,-0.86,420.39
18-May-10,-2.21,412.31
19-May-10,-2.77,390.36
20-May-10,-6.44,399.6
21-May-10,-5.06,408.84
24-May-10,-6.29,405.95
25-May-10,-6.19,403.64
26-May-10,-6.76,422.7
27-May-10,-3.64,429.63
28-May-10,-4.85,438.3
1-Jun-10,-6.45,444.65
2-Jun-10,-4.01,442.92
3-Jun-10,-3.68,427.9
4-Jun-10,-7.06,417.51
7-Jun-10,-8.22,414.04
8-Jun-10,-7.24,401.91
9-Jun-10,-7.73,416.93
10-Jun-10,-5.04,422.7
11-Jun-10,-4.58,424.44
14-Jun-10,-4.72,435.41
15-Jun-10,-2.56,451
16-Jun-10,-2.59,460.82
17-Jun-10,-2.44,465.44
18-Jun-10,-2.79,457.36
21-Jun-10,-3.07,464.87
22-Jun-10,-4.67,459.09
23-Jun-10,-4.97,455.05
24-Jun-10,-6.54,450.43
25-Jun-10,-6.15,453.31
28-Jun-10,-6.45,428.48
29-Jun-10,-9.34,418.66
30-Jun-10,-10.2,412.31
1-Jul-10,-10.6,409.42
2-Jul-10,-11.08,412.88
6-Jul-10,-10.5,433.68
7-Jul-10,-7.68,432.52
8-Jul-10,-6.77,435.41
9-Jul-10,-6.07,430.79
12-Jul-10,-6.01,419.24
13-Jul-10,-4.59,421.55
14-Jul-10,-4.6,418.66
15-Jul-10,-4.58,415.77
16-Jul-10,-7.2,406.53
19-Jul-10,-6.66,419.82
20-Jul-10,-5.62,424.44
21-Jul-10,-6.85,434.25
22-Jul-10,-4.77,435.99
23-Jul-10,-3.94,434.83
26-Jul-10,-2.94,444.65
27-Jul-10,-2.95,438.3
28-Jul-10,-3.58,432.52
29-Jul-10,-4.05,430.79
30-Jul-10,-4.06,440.03
2-Aug-10,-1.9,440.03
3-Aug-10,-2.37,442.34
4-Aug-10,-1.71,440.03
5-Aug-10,-1.82,436.57
6-Aug-10,-2.22,440.03
9-Aug-10,-1.7,434.83
10-Aug-10,-2.23,416.35
11-Aug-10,-4.91,419.24
12-Aug-10,-5.49,414.04
13-Aug-10,-5.77,410.57
16-Aug-10,-5.81,419.82
17-Aug-10,-4.65,422.13
18-Aug-10,-4.48,415.2
19-Aug-10,-6.14,415.2
20-Aug-10,-6.45,407.11
23-Aug-10,-6.8,394.98
24-Aug-10,-8.19,400.76
25-Aug-10,-7.83,395.56
26-Aug-10,-8.45,398.45
27-Aug-10,-7.03,400.18
30-Aug-10,-8.38,401.33
31-Aug-10,-8.38,416.35
1-Sep-10,-5.64,420.39
2-Sep-10,-4.76,433.68
3-Sep-10,-3.52,431.94
7-Sep-10,-4.61,442.34
8-Sep-10,-3.94,442.92
9-Sep-10,-3.5,443.5
10-Sep-10,-3.01,451
13-Sep-10,-1.93,452.74
14-Sep-10,-1.99,457.36
15-Sep-10,-1.62,470.64
16-Sep-10,-1.64,467.75
17-Sep-10,-2.13,484.5
20-Sep-10,-0.64,485.08
21-Sep-10,-0.84,493.75
22-Sep-10,-1.32,496.06
23-Sep-10,-2.12,502.99
24-Sep-10,-0.1,500.68
27-Sep-10,-0.58,492.01
28-Sep-10,-0.23,492.59
29-Sep-10,-0.41,485.08
30-Sep-10,-0.7,482.77
1-Oct-10,-0.29,474.69
4-Oct-10,-1.04,496.06
5-Oct-10,0.96,494.32
6-Oct-10,0.95,496.63
7-Oct-10,0.83,506.45
8-Oct-10,1.39,509.34
11-Oct-10,1.49,515.69
12-Oct-10,1.8,519.16
13-Oct-10,2.59,523.78
14-Oct-10,2.19,549.19
15-Oct-10,2.4,556.12
18-Oct-10,2.91,538.22
19-Oct-10,1.56,540.53
20-Oct-10,2.55,538.22
21-Oct-10,2.78,534.18
22-Oct-10,2.97,537.06
25-Oct-10,3.27,535.33
26-Oct-10,3.29,534.75
27-Oct-10,2.99,529.55
28-Oct-10,3.01,520.89
29-Oct-10,3.09,527.24
1-Nov-10,3.12,538.22
2-Nov-10,3.95,545.15
3-Nov-10,4.36,556.7
4-Nov-10,6.37,554.39
5-Nov-10,6.78,557.28
8-Nov-10,6.57,552.08
9-Nov-10,5.8,556.12
10-Nov-10,6.23,553.24
11-Nov-10,5.83,535.33
12-Nov-10,4.58,533.6
15-Nov-10,4.43,522.05
16-Nov-10,2.8,519.74
17-Nov-10,2.85,536.49
18-Nov-10,4.37,532.44
19-Nov-10,4.65,546.3
22-Nov-10,4.57,537.06
23-Nov-10,3.05,549.19
24-Nov-10,4.58,549.77
26-Nov-10,3.36,553.81
29-Nov-10,3.67,541.68
30-Nov-10,3.09,552.66
1-Dec-10,5.28,556.12
2-Dec-10,6.63,554.97
3-Dec-10,6.92,560.17
6-Dec-10,6.8,556.12
7-Dec-10,6.86,561.9
8-Dec-10,7.26,559.59
9-Dec-10,7.67,561.32
10-Dec-10,8.3,563.63
13-Dec-10,8.37,560.74
14-Dec-10,8.47,560.74
15-Dec-10,7.97,562.48
16-Dec-10,8.6,561.32
17-Dec-10,8.14,564.79
20-Dec-10,8.4,568.83
21-Dec-10,9.09,570.56
22-Dec-10,9.43,567.67
23-Dec-10,9.27,569.98
27-Dec-10,9.32,571.14
28-Dec-10,9.47,571.14
29-Dec-10,9.55,567.67
30-Dec-10,9.38,565.36
31-Dec-10,9.4,579.8
3-Jan-11,10.54,583.27
4-Jan-11,10.48,589.04
5-Jan-11,11.05,588.47
6-Jan-11,10.83,593.09
7-Jan-11,10.61,606.37
10-Jan-11,10.48,604.64
11-Jan-11,10.87,610.41
12-Jan-11,11.87,613.3
13-Jan-11,11.68,619.08
14-Jan-11,12.49,602.91
18-Jan-11,12.68,598.86
19-Jan-11,11.58,586.16
20-Jan-11,11.43,574.03
21-Jan-11,11.68,595.98
24-Jan-11,12.32,604.06
25-Jan-11,12.38,609.26
26-Jan-11,12.82,608.1
27-Jan-11,13.09,593.09
28-Jan-11,11.12,600.02
31-Jan-11,11.95,611.57
1-Feb-11,13.75,610.41
2-Feb-11,13.53,608.68
3-Feb-11,13.78,615.04
4-Feb-11,14.1,626.01
7-Feb-11,14.82,632.94
8-Feb-11,15.34,638.72
9-Feb-11,15.08,631.21
10-Feb-11,15.12,635.83
11-Feb-11,15.81,641.03
14-Feb-11,16.09,642.18
15-Feb-11,15.72,649.11
16-Feb-11,16.45,639.29
17-Feb-11,16.8,623.12
18-Feb-11,17.04,598.29
22-Feb-11,14.69,606.95
23-Feb-11,13.99,607.53
24-Feb-11,13.91,617.92
25-Feb-11,15.13,628.32
28-Feb-11,15.84,620.81
1-Mar-11,13.91,626.59
2-Mar-11,14.16,641.6
3-Mar-11,16.12,642.76
4-Mar-11,15.25,632.94
7-Mar-11,14.35,634.1
8-Mar-11,15.35,627.16
9-Mar-11,15.18,615.04
10-Mar-11,13.05,626.01
11-Mar-11,13.83,629.47
14-Mar-11,13.15,612.73
15-Mar-11,11.85,580.96
16-Mar-11,9.78,590.2
17-Mar-11,11.23,582.11
18-Mar-11,11.15,600.02
21-Mar-11,12.88,604.06
22-Mar-11,12.48,599.44
23-Mar-11,12.81,611.57
24-Mar-11,13.89,625.43
25-Mar-11,14.23,623.12
28-Mar-11,13.96,623.7
29-Mar-11,14.72,619.08
30-Mar-11,15.51,619.08
31-Mar-11,15.36,610.99
1-Apr-11,15.84,604.06
4-Apr-11,15.94,598.86
5-Apr-11,15.92,597.13
6-Apr-11,16.29,597.13
7-Apr-11,15.99,591.35
8-Apr-11,15.59,582.11
11-Apr-11,15.24,585.58
12-Apr-11,14.38,593.09
13-Apr-11,14.37,585.58
14-Apr-11,14.46,575.76
15-Apr-11,14.88,584.42
18-Apr-11,13.59,597.13
19-Apr-11,14.24,606.37
20-Apr-11,15.8,623.12
21-Apr-11,16.39,628.32
25-Apr-11,16.27,623.12
26-Apr-11,17.27,622.54
27-Apr-11,18.04,615.04
28-Apr-11,18.42,621.97
29-Apr-11,18.7,614.46
2-May-11,18.51,618.5
3-May-11,18.09,620.81
4-May-11,17.3,615.04
5-May-11,16.24,615.04
6-May-11,16.76,616.77
9-May-11,17.21,620.81
10-May-11,18.21,616.19
11-May-11,16.97,615.04
12-May-11,17.52,602.33
13-May-11,16.62,587.31
16-May-11,15.88,593.67
17-May-11,15.86,601.17
18-May-11,16.9,602.33
19-May-11,17.17,591.35
20-May-11,16.24,589.62
23-May-11,14.89,585
24-May-11,14.8,594.82
25-May-11,15.18,590.78
26-May-11,15.71,595.98
27-May-11,16.16,617.35
31-May-11,17.37,612.73
1-Jun-11,14.73,613.88
2-Jun-11,14.61,608.68
3-Jun-11,13.47,597.13
6-Jun-11,12.27,585
7-Jun-11,12.2,585.58
8-Jun-11,11.73,583.85
9-Jun-11,12.58,572.29
10-Jun-11,11.01,573.45
13-Jun-11,11.1,585.58
14-Jun-11,12.51,574.03
15-Jun-11,10.51,570.56
16-Jun-11,10.75,560.74
17-Jun-11,10.54,550.35
20-Jun-11,11.1,571.14
21-Jun-11,12.62,565.36
22-Jun-11,11.95,583.27
23-Jun-11,11.62,573.45
24-Jun-11,10.33,585
27-Jun-11,11.31,591.35
28-Jun-11,12.76,589.04
29-Jun-11,13.73,592.51
30-Jun-11,14.82,608.1
1-Jul-11,16.51,620.81
5-Jul-11,16.42,625.43
6-Jul-11,16.56,636.98
7-Jul-11,17.77,642.18
8-Jul-11,16.93,630.05
11-Jul-11,14.82,629.47
12-Jul-11,14.32,638.72
13-Jul-11,14.7,638.14
14-Jul-11,13.91,652.58
15-Jul-11,14.57,671.06
18-Jul-11,13.63,677.41
19-Jul-11,15.48,698.21
20-Jul-11,15.41,698.78
21-Jul-11,17.01,711.49
22-Jul-11,17.09,721.89
25-Jul-11,16.43,732.28
26-Jul-11,16,709.76
27-Jul-11,13.62,708.02
28-Jul-11,13.29,705.71
29-Jul-11,12.52,718.42
1-Aug-11,12.04,702.25
2-Aug-11,9.18,709.76
3-Aug-11,9.77,678.57
4-Aug-11,4.63,670.48
5-Aug-11,4.47,628.32
8-Aug-11,-2.33,671.64
9-Aug-11,2.21,650.27
10-Aug-11,-2.31,671.06
11-Aug-11,2.08,677.41
12-Aug-11,2.77,690.7
15-Aug-11,4.94,684.92
16-Aug-11,4.05,684.92
17-Aug-11,4.12,654.89
18-Aug-11,-0.37,634.67
19-Aug-11,-2,635.25
22-Aug-11,-1.92,670.48
23-Aug-11,1.31,676.26
24-Aug-11,2.73,671.06
25-Aug-11,1.17,691.27
26-Aug-11,2.64,704.56
29-Aug-11,5.59,704.56
30-Aug-11,5.86,693.59
31-Aug-11,6.33,686.08
1-Sep-11,5.22,671.64
2-Sep-11,2.53,683.19
6-Sep-11,1.78,691.85
7-Sep-11,4.65,692.43
8-Sep-11,3.57,678.57
9-Sep-11,0.85,683.77
12-Sep-11,1.51,693.59
13-Sep-11,2.44,702.83
14-Sep-11,3.85,710.33
15-Sep-11,5.65,725.93
16-Sep-11,5.72,749.03
19-Sep-11,4.67,753.08
20-Sep-11,4.55,750.19
21-Sep-11,1.47,728.82
22-Sep-11,-1.81,734.02
23-Sep-11,-1.22,731.71
26-Sep-11,1.13,723.62
27-Sep-11,2.26,719
28-Sep-11,0.18,705.71
29-Sep-11,0.97,686.65
30-Sep-11,-1.56,672.79
3-Oct-11,-4.36,668.17
4-Oct-11,-2.26,680.3
5-Oct-11,-0.45,678.57
6-Oct-11,1.35,662.97
7-Oct-11,0.67,702.25
10-Oct-11,4.04,725.93
11-Oct-11,4.14,729.39
12-Oct-11,5.05,742.68
13-Oct-11,4.85,770.4
14-Oct-11,6.64,766.36
17-Oct-11,4.6,770.98
18-Oct-11,6.65,722.46
19-Oct-11,5.39,715.53
20-Oct-11,5.85,710.33
21-Oct-11,7.86,736.9
24-Oct-11,9.18,720.73
25-Oct-11,7.06,726.51
26-Oct-11,8.14,734.59
27-Oct-11,11.91,735.17
28-Oct-11,11.88,735.17
31-Oct-11,9.19,717.84
1-Nov-11,6.14,719.58
2-Nov-11,7.87,731.71
3-Nov-11,9.84,725.35
4-Nov-11,9.17,724.77
7-Nov-11,9.85,738.06
8-Nov-11,11.26,715.53
9-Nov-11,7.15,694.74
10-Nov-11,8.16,693.59
11-Nov-11,10.2,682.61
14-Nov-11,9.15,702.25
15-Nov-11,9.69,693.59
16-Nov-11,7.95,678.57
17-Nov-11,6.24,673.37
18-Nov-11,6.12,661.24
21-Nov-11,4.11,676.84
22-Nov-11,3.7,657.2
23-Nov-11,1.41,649.69
25-Nov-11,1.22,675.68
28-Nov-11,4.15,669.9
29-Nov-11,4.45,688.39
30-Nov-11,8.74,699.94
1-Dec-11,8.73,703.98
2-Dec-11,8.63,710.91
5-Dec-11,9.81,706.29
6-Dec-11,9.85,702.83
7-Dec-11,10.26,705.71
8-Dec-11,7.84,712.07
9-Dec-11,9.67,708.02
12-Dec-11,8.07,702.25
13-Dec-11,7.06,684.34
14-Dec-11,5.92,681.46
15-Dec-11,6.31,686.08
16-Dec-11,5.79,688.39
19-Dec-11,4.65,716.69
20-Dec-11,7.82,717.84
21-Dec-11,8.03,721.89
22-Dec-11,8.99,731.71
23-Dec-11,9.96,738.64
27-Dec-11,10.05,730.55
28-Dec-11,8.6,735.75
29-Dec-11,9.73,735.17
30-Dec-11,9.19,748.45
3-Jan-12,10.93,753.08
4-Jan-12,11.1,762.32
5-Jan-12,11.4,771.56
6-Jan-12,11.11,769.82
9-Jan-12,11.38,773.29
10-Jan-12,12.35,771.56
11-Jan-12,12.41,769.25
12-Jan-12,12.68,765.78
13-Jan-12,12.09,776.18
17-Jan-12,12.53,785.42
18-Jan-12,13.77,782.53
19-Jan-12,14.37,766.94
20-Jan-12,14.44,781.38
23-Jan-12,14.5,766.94
24-Jan-12,14.37,821.23
25-Jan-12,15.33,817.19
26-Jan-12,14.74,822.38
27-Jan-12,14.69,834.51
30-Jan-12,14.29,841.44
31-Jan-12,14.25,840.87
1-Feb-12,15.25,838.56
2-Feb-12,15.43,848.37
3-Feb-12,17.05,857.04
6-Feb-12,16.97,866.86
7-Feb-12,17.27,883.03
8-Feb-12,17.62,917.11
9-Feb-12,17.77,917.68
10-Feb-12,16.9,936.74
13-Feb-12,17.77,951.18
14-Feb-12,17.62,926.35
15-Feb-12,17.07,936.17
16-Feb-12,18.37,935.59
17-Feb-12,18.68,962.16
21-Feb-12,18.73,958.11
22-Feb-12,18.35,965.04
23-Feb-12,18.87,977.75
24-Feb-12,19.13,984.68
27-Feb-12,19.33,1004.32
28-Feb-12,19.68,1018.76
29-Feb-12,19.21,1023.38
1-Mar-12,19.83,1024.53
2-Mar-12,19.46,999.7
5-Mar-12,18.98,993.92
6-Mar-12,17.24,994.5
7-Mar-12,18.05,1018.18
8-Mar-12,19.23,1024.53
9-Mar-12,19.69,1038.4
12-Mar-12,19.7,1071.9
13-Mar-12,21.85,1116.37
14-Mar-12,21.72,1107.71
15-Mar-12,22.43,1107.71
16-Mar-12,22.06,1140.05
19-Mar-12,22.54,1149.87
20-Mar-12,22.19,1142.94
21-Mar-12,21.99,1136.58
22-Mar-12,21.11,1129.65
23-Mar-12,21.5,1152.18
26-Mar-12,23.2,1167.77
27-Mar-12,22.82,1174.13
28-Mar-12,22.21,1157.95
29-Mar-12,22,1136.58
30-Mar-12,22.51,1175.86
2-Apr-12,23.4,1198.38
3-Apr-12,22.9,1187.99
4-Apr-12,21.68,1207.05
5-Apr-12,21.62,1212.25
9-Apr-12,20.25,1196.07
10-Apr-12,18.24,1191.45
11-Apr-12,19.19,1184.52
12-Apr-12,20.75,1148.71
13-Apr-12,19.31,1096.73
16-Apr-12,19.24,1157.95
17-Apr-12,21,1155.07
18-Apr-12,20.59,1111.75
19-Apr-12,19.82,1081.71
20-Apr-12,20.02,1079.4
23-Apr-12,19.01,1055.72
24-Apr-12,19.46,1158.53
25-Apr-12,21.1,1153.33
26-Apr-12,21.94,1144.09
27-Apr-12,22.14,1104.82
30-Apr-12,21.69,1100.77
1-May-12,22.45,1108.86
2-May-12,22.08,1100.2
3-May-12,21.15,1066.12
4-May-12,19.19,1074.78
7-May-12,19.28,1071.9
8-May-12,18.8,1074.21
9-May-12,18.1,1077.09
10-May-12,18.34,1069.01
11-May-12,17.98,1051.68
14-May-12,16.68,1041.28
15-May-12,16.01,1026.27
16-May-12,15.56,993.35
17-May-12,13.85,993.92
18-May-12,12.88,1058.03
21-May-12,14.82,1048.79
22-May-12,15.02,1077.09
23-May-12,15.08,1066.12
24-May-12,15.3,1059.77
25-May-12,14.93,1080.56
29-May-12,16.32,1094.42
30-May-12,14.63,1091.53
31-May-12,14.38,1057.46
1-Jun-12,11.5,1063.81
4-Jun-12,11.45,1060.92
5-Jun-12,12.29,1078.83
6-Jun-12,14.82,1079.4
7-Jun-12,14.89,1097.31
8-Jun-12,15.8,1078.25
11-Jun-12,14.33,1088.65
12-Jun-12,15.64,1079.98
13-Jun-12,14.9,1078.83
14-Jun-12,16.12,1084.02
15-Jun-12,16.7,1108.28
18-Jun-12,16.93,1111.75
19-Jun-12,18.06,1108.28
20-Jun-12,17.87,1091.53
21-Jun-12,15.23,1100.77
22-Jun-12,16.11,1077.09
25-Jun-12,14.25,1079.98
26-Jun-12,14.83,1085.18
27-Jun-12,15.86,1073.63
28-Jun-12,15.53,1104.82
29-Jun-12,18.41,1122.14
2-Jul-12,18.77,1136.58
3-Jul-12,19.55,1157.95
5-Jul-12,19.01,1149.87
6-Jul-12,17.88,1166.04
9-Jul-12,17.73,1154.49
10-Jul-12,16.7,1146.98
11-Jul-12,16.72,1135.43
12-Jul-12,16.16,1148.14
13-Jul-12,18.11,1152.18
16-Jul-12,17.83,1152.18
17-Jul-12,18.64,1150.45
18-Jul-12,19.51,1167.2
19-Jul-12,19.83,1146.4
20-Jul-12,18.73,1145.82
23-Jul-12,17.53,1139.47
24-Jul-12,16.52,1085.76
25-Jul-12,16.55,1085.76
26-Jul-12,18.47,1107.13
27-Jul-12,20.65,1127.34
30-Jul-12,20.65,1159.69
31-Jul-12,19.81,1151.6
1-Aug-12,19.71,1153.91
2-Aug-12,18.88,1170.08
3-Aug-12,21.24,1183.94
6-Aug-12,21.47,1181.06
7-Aug-12,22.08,1178.75
8-Aug-12,22.23,1180.48
9-Aug-12,22.33,1182.21
10-Aug-12,22.53,1199.54
13-Aug-12,22.47,1203
14-Aug-12,22.49,1201.27
15-Aug-12,22.63,1212.82
16-Aug-12,23.53,1237.08
17-Aug-12,23.7,1272.31
20-Aug-12,23.71,1253.25
21-Aug-12,23.33,1279.82
22-Aug-12,23.39,1267.12
23-Aug-12,22.38,1268.27
24-Aug-12,23.12,1293.68
27-Aug-12,23.14,1291.95
28-Aug-12,23.02,1289.06
29-Aug-12,23.12,1269.43
30-Aug-12,22.23,1272.31
31-Aug-12,22.81,1292.53
4-Sep-12,22.7,1282.71
5-Sep-12,22.59,1294.84
6-Sep-12,25.08,1303.5
7-Sep-12,25.57,1267.12
10-Sep-12,24.86,1262.49
11-Sep-12,25.2,1281.55
12-Sep-12,25.62,1308.7
13-Sep-12,27.54,1326.03
14-Sep-12,28.1,1343.35
17-Sep-12,27.67,1347.98
18-Sep-12,27.56,1348.55
19-Sep-12,27.63,1341.04
20-Sep-12,27.64,1343.93
21-Sep-12,26.91,1324.87
24-Sep-12,26.72,1289.06
25-Sep-12,25.37,1272.31
26-Sep-12,24.67,1305.24
27-Sep-12,25.84,1276.36
28-Sep-12,25.26,1260.18
1-Oct-12,25.59,1264.23
2-Oct-12,25.72,1285.02
3-Oct-12,26.23,1275.2
4-Oct-12,27.14,1246.32
5-Oct-12,27.14,1216.29
8-Oct-12,26.71,1211.67
9-Oct-12,25.46,1222.06
10-Oct-12,24.66,1195.5
11-Oct-12,24.73,1198.96
12-Oct-12,24.32,1209.36
15-Oct-12,25.35,1240.55
16-Oct-12,26.62,1229.57
17-Oct-12,27.2,1204.74
18-Oct-12,26.87,1157.95
19-Oct-12,24.75,1207.63
22-Oct-12,24.77,1165.46
23-Oct-12,23.04,1172.39
24-Oct-12,22.69,1157.38
25-Oct-12,23.05,1145.82
26-Oct-12,22.98,1127.92
31-Oct-12,22.98,1130.23
1-Nov-12,24.26,1089.8
2-Nov-12,23.16,1105.97
5-Nov-12,23.41,1102.51
6-Nov-12,24.38,1051.1
7-Nov-12,21.56,1009.52
8-Nov-12,20.1,1028.58
9-Nov-12,20.2,1019.91
12-Nov-12,20.29,1019.91
13-Nov-12,19.88,1007.21
14-Nov-12,18.26,984.1
15-Nov-12,18.06,988.73
16-Nov-12,18.64,1066.7
19-Nov-12,21.05,1056.88
20-Nov-12,21.1,1058.61
21-Nov-12,21.32,1078.83
23-Nov-12,22.98,1115.79
26-Nov-12,22.72,1106.55
27-Nov-12,22.09,1102.51
28-Nov-12,23.07,1115.79
29-Nov-12,23.65,1107.13
30-Nov-12,23.68,1109.44
3-Dec-12,23.06,1088.07
4-Dec-12,22.89,1011.25
5-Dec-12,23.11,1028.58
6-Dec-12,23.53,999.7
7-Dec-12,23.9,992.77
10-Dec-12,23.95,1017.03
11-Dec-12,24.8,1011.83
12-Dec-12,24.86,992.77
13-Dec-12,24.09,951.76
14-Dec-12,23.64,951.76
17-Dec-12,25.08,951.76
18-Dec-12,26.47,951.76
19-Dec-12,25.54,951.76
20-Dec-12,26.26,951.76
21-Dec-12,24.23,951.76
24-Dec-12,23.85,951.76
26-Dec-12,23.33,951.76
27-Dec-12,23.16,951.76
28-Dec-12,21.83,951.76
31-Dec-12,23.9,951.76
2-Jan-13,27.07,951.76
3-Jan-13,26.79,951.76
4-Jan-13,27.34,951.76
7-Jan-13,27,951.76
8-Jan-13,26.63,951.76
9-Jan-13,26.95,951.76
10-Jan-13,27.96,951.76
11-Jan-13,27.95,951.76
14-Jan-13,27.87,951.76
15-Jan-13,27.95,951.76
16-Jan-13,27.94,951.76
17-Jan-13,28.76,951.76
18-Jan-13,29.05,951.76
22-Jan-13,29.75,951.76
23-Jan-13,29.95,951.76
24-Jan-13,29.99,951.76
25-Jan-13,30.72,951.76
28-Jan-13,30.56,951.76
29-Jan-13,31.08,951.76
30-Jan-13,30.56,951.76
31-Jan-13,30.24,951.76
1-Feb-13,31.58,951.76
4-Feb-13,30.1,951.76
5-Feb-13,31.42,951.76
6-Feb-13,31.51,951.76
7-Feb-13,31.34,951.76
8-Feb-13,32.07,951.76
11-Feb-13,32.04,951.76
12-Feb-13,32.26,951.76
13-Feb-13,32.37,951.76
14-Feb-13,32.5,951.76
15-Feb-13,32.34,951.76
19-Feb-13,33.33,951.76
20-Feb-13,31.67,951.76
21-Feb-13,30.87,951.76
22-Feb-13,32.15,951.76
25-Feb-13,29.63,951.76
26-Feb-13,30.52,951.76
27-Feb-13,32.16,951.76
28-Feb-13,31.9,951.76
1-Mar-13,32.34,951.76
4-Mar-13,33.04,951.76
5-Mar-13,34.24,951.76
6-Mar-13,34.42,951.76
7-Mar-13,34.66,951.76
8-Mar-13,35.24,951.76
11-Mar-13,35.75,951.76
12-Mar-13,35.44,951.76
13-Mar-13,35.64,951.76
14-Mar-13,36.36,951.76
15-Mar-13,35.58,951.76
18-Mar-13,34.83,951.76
19-Mar-13,34.51,951.76
20-Mar-13,35.45,951.76
21-Mar-13,34.3,951.76
22-Mar-13,35.37,951.76
25-Mar-13,34.81,951.76
26-Mar-13,35.89,951.76
27-Mar-13,35.89,951.76
28-Mar-13,36.31,951.76
1-Apr-13,35.77,951.76
2-Apr-13,36.44,951.76
3-Apr-13,35.05,951.76
4-Apr-13,35.6,951.76
5-Apr-13,34.99,951.76
8-Apr-13,35.91,951.76
9-Apr-13,36.38,951.76
10-Apr-13,38.05,951.76
11-Apr-13,38.5,951.76
12-Apr-13,38.16,951.76
15-Apr-13,34.96,951.76
16-Apr-13,36.95,951.76
17-Apr-13,34.95,951.76
18-Apr-13,34.1,951.76
19-Apr-13,35.27,951.76
22-Apr-13,35.87,951.76
23-Apr-13,37.27,951.76
24-Apr-13,37.36,951.76
25-Apr-13,37.92,951.76
26-Apr-13,37.67,951.76
29-Apr-13,38.59,951.76
30-Apr-13,38.92,951.76
1-May-13,37.71,951.76
2-May-13,38.99,951.76
3-May-13,40.39,951.76
6-May-13,40.75,951.76
7-May-13,41.47,951.76
8-May-13,42.11,951.76
9-May-13,41.71,951.76
10-May-13,42.17,951.76
13-May-13,42.28,951.76
14-May-13,43.75,951.76
15-May-13,44.53,951.76
16-May-13,43.85,951.76
17-May-13,45.24,951.76
20-May-13,45.23,951.76
21-May-13,45.44,951.76
22-May-13,44.36,951.76
23-May-13,43.94,951.76
24-May-13,43.82,951.76
28-May-13,44.68,951.76
29-May-13,43.74,951.76
30-May-13,44.28,951.76
31-May-13,42.2,951.76
3-Jun-13,42.99,951.76
4-Jun-13,42.3,951.76
5-Jun-13,40.31,951.76
6-Jun-13,41.58,951.76
7-Jun-13,43.38,951.76
