Chart table date,Chart table SPY return,Chart table stock return
7-Jun-21,267.54,368.33
8-Jun-21,267.62,370.22
9-Jun-21,267.07,376.99
10-Jun-21,268.77,378.19
11-Jun-21,269.38,381.9
14-Jun-21,270.21,379.07
15-Jun-21,269.53,377.25
16-Jun-21,267.47,383.78
17-Jun-21,267.35,381.05
18-Jun-21,261.21,386.98
21-Jun-21,266.38,392.32
22-Jun-21,268.34,391.88
23-Jun-21,267.89,394.51
24-Jun-21,270.07,391.42
25-Jun-21,271.39,398.28
28-Jun-21,272.13,403.25
29-Jun-21,272.33,402.32
30-Jun-21,272.65,403.62
1-Jul-21,274.71,414.83
2-Jul-21,277.57,414.85
6-Jul-21,276.89,419.06
7-Jul-21,278.22,414.41
8-Jul-21,275.14,415.37
9-Jul-21,279.14,414.22
12-Jul-21,280.5,421.01
13-Jul-21,279.2,423.85
14-Jul-21,279.77,421.1
15-Jul-21,278.47,420.58
16-Jul-21,275.5,413.65
19-Jul-21,269.96,417.93
20-Jul-21,275.26,421.79
21-Jul-21,278.3,430.58
22-Jul-21,279.09,437.12
23-Jul-21,282.99,435.97
26-Jul-21,283.93,431.32
27-Jul-21,282.18,430.73
28-Jul-21,282.02,431.24
29-Jul-21,283.61,428.3
30-Jul-21,281.74,428.13
2-Aug-21,280.94,432.39
3-Aug-21,284.04,431.26
4-Aug-21,282.15,436.84
5-Aug-21,284.57,436.73
6-Aug-21,285.21,434.64
9-Aug-21,284.9,431.13
10-Aug-21,285.37,432.08
11-Aug-21,286.33,437.38
12-Aug-21,287.49,443.02
13-Aug-21,288.2,446.26
16-Aug-21,289.11,443.45
17-Aug-21,286.56,439.09
18-Aug-21,282.33,450.29
19-Aug-21,282.92,464.36
20-Aug-21,285.97,464.9
23-Aug-21,289.36,461.14
24-Aug-21,289.98,460
25-Aug-21,290.8,454.59
26-Aug-21,288.49,455.76
27-Aug-21,291.96,462.93
30-Aug-21,293.69,459.76
31-Aug-21,293.11,459.67
1-Sep-21,293.31,458.41
2-Sep-21,294.52,458.39
3-Sep-21,294.43,456.61
7-Sep-21,293.02,456.67
8-Sep-21,292.54,451.18
9-Sep-21,290.86,448.32
10-Sep-21,287.78,450.7
13-Sep-21,288.77,455.89
14-Sep-21,286.67,465.21
15-Sep-21,289.9,465.96
16-Sep-21,289.28,456.04
17-Sep-21,284.26,445.71
20-Sep-21,277.85,446.64
21-Sep-21,277.5,453.64
22-Sep-21,281.18,455.46
23-Sep-21,285.81,455.07
24-Sep-21,286.45,445.47
27-Sep-21,285.34,425.72
28-Sep-21,277.57,426.61
29-Sep-21,278.21,422.75
30-Sep-21,273.59,436.07
1-Oct-21,278.03,424.96
4-Oct-21,273.15,435.44
5-Oct-21,277.03,443.5
6-Oct-21,278.6,446.73
7-Oct-21,281.88,446.73
8-Oct-21,281.18,445.58
11-Oct-21,278.42,443.08
12-Oct-21,277.49,449.44
13-Oct-21,278.85,461.38
14-Oct-21,285.22,464.08
15-Oct-21,288.15,469.79
18-Oct-21,289.3,471.54
19-Oct-21,292.3,470.02
20-Oct-21,293.85,476.23
21-Oct-21,294.87,473.26
22-Oct-21,294.46,471.35
25-Oct-21,296.58,475.02
26-Oct-21,296.94,499.24
27-Oct-21,295.18,501.43
28-Oct-21,298.99,514.91
29-Oct-21,299.8,510.74
1-Nov-21,300.49,517.71
2-Nov-21,302.11,519.32
3-Nov-21,304.56,523.85
4-Nov-21,306.47,523.14
5-Nov-21,307.88,524.87
8-Nov-21,308.23,522.94
9-Nov-21,306.88,513.39
10-Nov-21,303.6,516.41
11-Nov-21,303.73,524.37
12-Nov-21,306.78,523.16
15-Nov-21,306.92,529.54
16-Nov-21,308.53,528.82
17-Nov-21,307.54,532.8
18-Nov-21,308.92,536.21
19-Nov-21,308.19,530.13
22-Nov-21,307.04,526.15
23-Nov-21,307.58,526.57
24-Nov-21,308.67,511.31
26-Nov-21,299.56,524.2
29-Nov-21,304.46,513
30-Nov-21,296.59,512.05
1-Dec-21,292.18,510.96
2-Dec-21,298.19,498.94
3-Dec-21,294.72,504.84
6-Dec-21,299.4,521.03
7-Dec-21,307.66,521.12
8-Dec-21,308.74,517.65
9-Dec-21,305.98,535.16
10-Dec-21,309.8,529.34
13-Dec-21,306.17,508.83
14-Dec-21,303.38,520.53
15-Dec-21,309.68,502.45
16-Dec-21,306.07,500.41
17-Dec-21,300.34,493.2
20-Dec-21,296.08,506.88
21-Dec-21,303.12,517.84
22-Dec-21,307.15,520.6
23-Dec-21,309.68,534.99
27-Dec-21,315.48,532.77
28-Dec-21,315.14,534.06
29-Dec-21,315.67,529.19
30-Dec-21,314.52,523.62
31-Dec-21,313.48,520.71
3-Jan-22,315.87,510.07
4-Jan-22,315.73,486.65
5-Jan-22,307.75,482.01
6-Jan-22,307.36,482.31
7-Jan-22,305.75,482.74
10-Jan-22,305.25,484.05
11-Jan-22,308.94,490.15
12-Jan-22,310.05,465.18
13-Jan-22,304.4,475.19
14-Jan-22,304.56,461.19
18-Jan-22,297.4,462.45
19-Jan-22,293.27,459.24
20-Jan-22,288.92,448.92
21-Jan-22,281.28,449.55
24-Jan-22,282.9,434.93
25-Jan-22,278.23,450.18
26-Jan-22,277.28,455.98
27-Jan-22,275.42,471.59
28-Jan-22,284.74,476.64
31-Jan-22,291.67,472.52
1-Feb-22,294.32,481.24
2-Feb-22,298.15,458.6
3-Feb-22,288.79,467.29
4-Feb-22,290.62,458.04
7-Feb-22,289.36,464.73
8-Feb-22,292.57,477.06
9-Feb-22,298.31,460.69
10-Feb-22,291.16,447.08
11-Feb-22,283.44,447.01
14-Feb-22,282.19,457.15
15-Feb-22,288.35,455.35
16-Feb-22,288.79,439.09
17-Feb-22,280.48,433.9
18-Feb-22,278.02,433.51
22-Feb-22,273.96,419.69
23-Feb-22,267.33,446.25
24-Feb-22,272.86,451.29
25-Feb-22,281.08,454.03
28-Feb-22,280.11,446.91
1-Mar-22,274.32,456.63
2-Mar-22,281.2,448.71
3-Mar-22,279.31,437.48
4-Mar-22,276.23,417.17
7-Mar-22,265.13,411.5
8-Mar-22,262.37,434.95
9-Mar-22,272.08,429.56
10-Mar-22,270.4,419.32
11-Mar-22,265.69,412.59
14-Mar-22,263.02,432.45
15-Mar-22,271,445.88
16-Mar-22,279.23,447.41
17-Mar-22,283.97,457.07
18-Mar-22,286.98,454.72
21-Mar-22,286.86,463.81
22-Mar-22,291.39,455.33
23-Mar-22,286.35,463.88
24-Mar-22,292.17,463.1
25-Mar-22,294.09,476.12
28-Mar-22,296.89,484.85
29-Mar-22,301.8,481.98
30-Mar-22,299.32,471.69
31-Mar-22,293.17,473.74
1-Apr-22,294.29,484.04
4-Apr-22,297.67,476.45
5-Apr-22,292.64,455.35
6-Apr-22,288.72,458.82
7-Apr-22,290.68,450.66
8-Apr-22,289.63,428.95
11-Apr-22,282.97,423.01
12-Apr-22,281.55,433.32
13-Apr-22,285.92,418.88
14-Apr-22,281.12,420.16
18-Apr-22,281.27,429.02
19-Apr-22,287.43,430.99
20-Apr-22,287.14,420.69
21-Apr-22,281.35,408.12
22-Apr-22,270.89,420.53
25-Apr-22,273.04,401.06
26-Apr-22,262.24,401.06
27-Apr-22,263.25,401.06
28-Apr-22,272.43,401.06
29-Apr-22,258.67,401.06
2-May-22,260.83,401.06
3-May-22,262.48,401.06
4-May-22,273.52,401.06
5-May-22,260.24,401.06
6-May-22,258.09,401.06
9-May-22,246.63,401.06
10-May-22,247.43,401.06
11-May-22,241.91,401.06
12-May-22,241.55,401.06
13-May-22,249.72,401.06
16-May-22,248.3,401.06
17-May-22,255.46,401.06
18-May-22,241.13,401.06
19-May-22,239.04,401.06
20-May-22,239.19,401.06
23-May-22,245.54,401.06
24-May-22,242.9,401.06
25-May-22,245.93,401.06
26-May-22,252.84,401.06
27-May-22,261.5,401.06
31-May-22,259.48,401.06
1-Jun-22,256.57,401.06
2-Jun-22,263.36,401.06
3-Jun-22,257.4,401.06
6-Jun-22,258.48,401.06
7-Jun-22,261.92,401.06
8-Jun-22,257.99,401.06
9-Jun-22,249.47,401.06
10-Jun-22,239.34,401.06
13-Jun-22,226.46,401.06
14-Jun-22,225.47,401.06
15-Jun-22,230.11,401.06
16-Jun-22,219.19,401.06
17-Jun-22,218.5,401.06
21-Jun-22,226.52,401.06
22-Jun-22,225.92,401.06
23-Jun-22,229.12,401.06
24-Jun-22,239.58,401.06
27-Jun-22,238.29,401.06
28-Jun-22,231.37,401.06
29-Jun-22,231.1,401.06
30-Jun-22,228.41,401.06
1-Jul-22,231.89,401.06
5-Jul-22,232.52,401.06
6-Jul-22,233.64,401.06
7-Jul-22,238.63,401.06
8-Jul-22,238.36,401.06
11-Jul-22,234.49,401.06
12-Jul-22,231.53,401.06
13-Jul-22,229.79,401.06
14-Jul-22,228.99,401.06
15-Jul-22,235.27,401.06
18-Jul-22,232.51,401.06
19-Jul-22,241.49,401.06
20-Jul-22,243.67,401.06
21-Jul-22,247.17,401.06
22-Jul-22,243.95,401.06
25-Jul-22,244.36,401.06
26-Jul-22,240.29,401.06
27-Jul-22,249.13,401.06
28-Jul-22,253.5,401.06
29-Jul-22,258.66,401.06
1-Aug-22,257.6,401.06
2-Aug-22,255.24,401.06
3-Aug-22,260.8,401.06
4-Aug-22,260.56,401.06
5-Aug-22,259.95,401.06
8-Aug-22,259.53,401.06
9-Aug-22,258.1,401.06
10-Aug-22,265.62,401.06
11-Aug-22,265.62,401.06
12-Aug-22,271.81,401.06
15-Aug-22,273.34,401.06
16-Aug-22,274.08,401.06
17-Aug-22,271.42,401.06
18-Aug-22,272.5,401.06
19-Aug-22,267.49,401.06
22-Aug-22,259.84,401.06
23-Aug-22,258.97,401.06
24-Aug-22,260.12,401.06
25-Aug-22,265.2,401.06
26-Aug-22,252.84,401.06
29-Aug-22,250.51,401.06
30-Aug-22,246.66,401.06
31-Aug-22,244.02,401.06
1-Sep-22,245.1,401.06
2-Sep-22,241.46,401.06
6-Sep-22,240.18,401.06
7-Sep-22,246.29,401.06
8-Sep-22,248.55,401.06
9-Sep-22,253.97,401.06
12-Sep-22,257.77,401.06
13-Sep-22,242.21,401.06
14-Sep-22,243.52,401.06
15-Sep-22,239.62,401.06
16-Sep-22,235.65,401.06
19-Sep-22,238.25,401.06
20-Sep-22,234.37,401.06
21-Sep-22,228.54,401.06
22-Sep-22,225.78,401.06
23-Sep-22,220.32,401.06
26-Sep-22,217.15,401.06
27-Sep-22,216.34,401.06
28-Sep-22,222.56,401.06
29-Sep-22,215.83,401.06
30-Sep-22,210.94,401.06
3-Oct-22,219.15,401.06
4-Oct-22,229.04,401.06
5-Oct-22,228.28,401.06
6-Oct-22,224.89,401.06
7-Oct-22,215.83,401.06
10-Oct-22,213.42,401.06
11-Oct-22,211.43,401.06
12-Oct-22,210.4,401.06
13-Oct-22,218.59,401.06
14-Oct-22,211.33,401.06
17-Oct-22,219.33,401.06
18-Oct-22,223.09,401.06
19-Oct-22,220.8,401.06
20-Oct-22,218.11,401.06
21-Oct-22,225.84,401.06
24-Oct-22,229.83,401.06
25-Oct-22,235.09,401.06
26-Oct-22,232.57,401.06
27-Oct-22,230.79,401.06
28-Oct-22,238.66,401.06
31-Oct-22,236.21,401.06
1-Nov-22,234.74,401.06
2-Nov-22,226.34,401.06
3-Nov-22,222.98,401.06
4-Nov-22,227.63,401.06
7-Nov-22,230.77,401.06
8-Nov-22,232.55,401.06
9-Nov-22,225.7,401.06
10-Nov-22,243.6,401.06
11-Nov-22,246.92,401.06
14-Nov-22,243.97,401.06
15-Nov-22,246.91,401.06
16-Nov-22,244.26,401.06
17-Nov-22,243.21,401.06
18-Nov-22,244.76,401.06
21-Nov-22,243.51,401.06
22-Nov-22,248.13,401.06
23-Nov-22,250.33,401.06
25-Nov-22,250.25,401.06
28-Nov-22,244.66,401.06
29-Nov-22,244.07,401.06
30-Nov-22,254.91,401.06
1-Dec-22,254.64,401.06
2-Dec-22,254.24,401.06
5-Dec-22,247.86,401.06
6-Dec-22,242.85,401.06
7-Dec-22,242.27,401.06
8-Dec-22,244.95,401.06
9-Dec-22,242.37,401.06
12-Dec-22,247.31,401.06
13-Dec-22,249.93,401.06
14-Dec-22,247.7,401.06
15-Dec-22,239.19,401.06
16-Dec-22,233.66,401.06
19-Dec-22,230.83,401.06
20-Dec-22,231.28,401.06
21-Dec-22,236.23,401.06
22-Dec-22,231.44,401.06
23-Dec-22,233.34,401.06
27-Dec-22,232.03,401.06
28-Dec-22,227.9,401.06
29-Dec-22,233.8,401.06
30-Dec-22,232.92,401.06
3-Jan-23,231.52,401.06
4-Jan-23,234.08,401.06
5-Jan-23,230.27,401.06
6-Jan-23,237.84,401.06
9-Jan-23,237.65,401.06
10-Jan-23,240.02,401.06
11-Jan-23,244.32,401.06
12-Jan-23,245.57,401.06
13-Jan-23,246.91,401.06
17-Jan-23,246.28,401.06
18-Jan-23,240.81,401.06
19-Jan-23,238.33,401.06
20-Jan-23,244.63,401.06
23-Jan-23,248.77,401.06
24-Jan-23,248.39,401.06
25-Jan-23,248.52,401.06
26-Jan-23,252.35,401.06
27-Jan-23,253.16,401.06
30-Jan-23,248.73,401.06
31-Jan-23,253.86,401.06
1-Feb-23,257.62,401.06
2-Feb-23,262.83,401.06
3-Feb-23,258.97,401.06
6-Feb-23,256.78,401.06
7-Feb-23,261.44,401.06
8-Feb-23,257.49,401.06
9-Feb-23,254.39,401.06
10-Feb-23,255.22,401.06
13-Feb-23,259.39,401.06
14-Feb-23,259.22,401.06
15-Feb-23,260.39,401.06
16-Feb-23,255.43,401.06
17-Feb-23,254.54,401.06
21-Feb-23,247.43,401.06
22-Feb-23,246.95,401.06
23-Feb-23,248.79,401.06
24-Feb-23,245.07,401.06
27-Feb-23,246.24,401.06
28-Feb-23,244.96,401.06
1-Mar-23,243.64,401.06
2-Mar-23,246.31,401.06
3-Mar-23,251.87,401.06
6-Mar-23,252.11,401.06
7-Mar-23,246.71,401.06
8-Mar-23,247.28,401.06
9-Mar-23,240.87,401.06
10-Mar-23,235.95,401.06
13-Mar-23,235.47,401.06
14-Mar-23,241.02,401.06
15-Mar-23,238.89,401.06
16-Mar-23,244.83,401.06
17-Mar-23,239.51,401.06
20-Mar-23,242.77,401.06
21-Mar-23,247.27,401.06
22-Mar-23,241.35,401.06
23-Mar-23,242.27,401.06
24-Mar-23,244.52,401.06
27-Mar-23,245.16,401.06
28-Mar-23,244.39,401.06
29-Mar-23,249.39,401.06
30-Mar-23,251.44,401.06
31-Mar-23,256.39,401.06
3-Apr-23,257.75,401.06
4-Apr-23,255.77,401.06
5-Apr-23,254.84,401.06
6-Apr-23,256.22,401.06
10-Apr-23,256.59,401.06
11-Apr-23,256.68,401.06
12-Apr-23,255.23,401.06
13-Apr-23,259.95,401.06
14-Apr-23,259.07,401.06
17-Apr-23,260.36,401.06
18-Apr-23,260.59,401.06
19-Apr-23,260.53,401.06
20-Apr-23,258.56,401.06
21-Apr-23,258.84,401.06
24-Apr-23,259.21,401.06
25-Apr-23,253.51,401.06
26-Apr-23,252.02,417.11
27-Apr-23,259.02,421.23
28-Apr-23,262.09,418.34
1-May-23,261.72,418.09
2-May-23,257.66,416.38
3-May-23,255.2,418.09
4-May-23,252.69,426.98
5-May-23,259.21,423.59
8-May-23,259.31,420.79
9-May-23,257.73,429.79
10-May-23,259.41,426.06
11-May-23,258.78,424.13
12-May-23,258.31,424.96
15-May-23,259.55,428.83
16-May-23,257.14,432.66
17-May-23,261.48,440.33
18-May-23,264.96,440.02
19-May-23,264.43,444.84
22-May-23,264.58,434.8
23-May-23,260.49,432.41
24-May-23,257.87,452.88
25-May-23,260.97,464.71
26-May-23,265.65,461.86
30-May-23,265.79,457.07
31-May-23,263.76,464.18
1-Jun-23,267.22,468.96
2-Jun-23,272.53,469.88
5-Jun-23,271.81,466.05
6-Jun-23,272.62,448.57
7-Jun-23,271.33,451.76
8-Jun-23,273.58,454.36
9-Jun-23,274.25,462.94
12-Jun-23,277.64,467.08
13-Jun-23,280.13,472.25
14-Jun-23,280.59,490.51
15-Jun-23,285.31,480.72
16-Jun-23,282.57,473.46
20-Jun-23,280.59,465.84
21-Jun-23,278.64,476.27
22-Jun-23,280,468.32
23-Jun-23,277.13,457.43
26-Jun-23,275.59,467.56
27-Jun-23,279.71,469.73
28-Jun-23,279.9,468.37
29-Jun-23,281.4,477.68
30-Jun-23,285.9,473.36
3-Jul-23,286.34,473.63
5-Jul-23,285.77,478.92
6-Jul-23,282.75,472.05
7-Jul-23,281.78,462.91
10-Jul-23,282.75,463.99
11-Jul-23,285.18,472.02
12-Jul-23,288.28,481.28
13-Jul-23,291.36,485.66
14-Jul-23,291.12,486.49
17-Jul-23,292.48,509.83
18-Jul-23,295.39,502.35
19-Jul-23,296.27,488.42
20-Jul-23,293.64,483.16
21-Jul-23,293.64,485.44
24-Jul-23,295.4,495.39
25-Jul-23,296.48,472.98
26-Jul-23,296.54,461.02
27-Jul-23,293.91,474
28-Jul-23,297.77,469.85
31-Jul-23,298.53,470.56
1-Aug-23,297.39,455.56
2-Aug-23,291.86,454.14
3-Aug-23,290.74,456.04
4-Aug-23,288.97,459.99
7-Aug-23,292.37,453.1
8-Aug-23,290.66,446.62
9-Aug-23,288.05,447.81
10-Aug-23,288.19,444.55
11-Aug-23,287.96,449.69
14-Aug-23,290.1,445.99
15-Aug-23,285.56,443.52
16-Aug-23,282.73,437.55
17-Aug-23,279.81,436.87
18-Aug-23,279.99,446.03
21-Aug-23,282.47,447.01
22-Aug-23,281.43,454.71
23-Aug-23,285.68,442.79
24-Aug-23,280.33,447.89
25-Aug-23,283.02,449.12
28-Aug-23,285.44,457.11
29-Aug-23,291.02,457.75
30-Aug-23,292.63,456
31-Aug-23,292.05,457.53
1-Sep-23,292.78,465.83
5-Sep-23,291.09,464.69
6-Sep-23,288.46,459.65
7-Sep-23,287.26,467.05
8-Sep-23,287.85,473.27
11-Sep-23,290.4,462.81
12-Sep-23,288.26,470.08
13-Sep-23,288.71,474.56
14-Sep-23,292.06,460.18
15-Sep-23,285.98,458.21
18-Sep-23,286.2,457.51
19-Sep-23,285.4,444.15
20-Sep-23,281.86,442.04
21-Sep-23,275.55,437.77
22-Sep-23,274.7,438.67
25-Sep-23,276.28,429.51
26-Sep-23,270.75,430.61
27-Sep-23,270.9,432.05
28-Sep-23,273.05,435.63
29-Sep-23,272.14,445.89
2-Oct-23,271.99,431.63
3-Oct-23,267.01,441.08
4-Oct-23,269.69,441.75
5-Oct-23,269.55,455.15
6-Oct-23,273.94,459.5
9-Oct-23,276.33,457.07
10-Oct-23,278.29,463.91
11-Oct-23,279.84,461.77
12-Oct-23,277.52,455.95
13-Oct-23,275.64,464.28
16-Oct-23,279.59,463.3
17-Oct-23,279.58,459.99
18-Oct-23,274.52,462.04
19-Oct-23,271.23,454.15
20-Oct-23,266.67,458.65
23-Oct-23,266.03,460.7
24-Oct-23,268.79,477.9
25-Oct-23,263.5,456.22
26-Oct-23,259.15,459.48
27-Oct-23,257.52,472.2
30-Oct-23,261.79,473.56
31-Oct-23,264.06,487.06
1-Nov-23,267.95,490.88
2-Nov-23,275,498.48
3-Nov-23,278.42,504.81
6-Nov-23,279.29,511.59
7-Nov-23,280.37,516.12
8-Nov-23,280.65,511.86
9-Nov-23,277.68,527.1
10-Nov-23,283.57,522.03
13-Nov-23,283.21,528.12
14-Nov-23,290.64,527.1
15-Nov-23,291.47,538.12
16-Nov-23,291.95,527.4
17-Nov-23,292.43,540.28
20-Nov-23,295.46,532.87
21-Nov-23,294.59,540.97
22-Nov-23,296.12,540.26
24-Nov-23,296.36,542.26
27-Nov-23,295.65,549.2
28-Nov-23,296.04,542.67
29-Nov-23,295.76,542.77
30-Nov-23,297.32,535.31
1-Dec-23,299.67,526.2
4-Dec-23,297.57,531.93
5-Dec-23,297.49,525.62
6-Dec-23,295.89,529.27
7-Dec-23,298.91,534.83
8-Dec-23,300.63,529.86
11-Dec-23,302.19,535.09
12-Dec-23,304.02,535.07
13-Dec-23,309.59,520.75
14-Dec-23,310.91,528.9
15-Dec-23,308.57,532.15
18-Dec-23,310.87,533.19
19-Dec-23,313.37,528.71
20-Dec-23,307.64,533.66
21-Dec-23,311.51,535.43
22-Dec-23,312.34,535.56
26-Dec-23,314.08,534.56
27-Dec-23,314.83,536.61
28-Dec-23,314.98,537.9
29-Dec-23,313.78,529.13
2-Jan-24,311.47,528.68
3-Jan-24,308.1,524.16
4-Jan-24,306.79,523.84
5-Jan-24,307.35,535.61
8-Jan-24,313.16,537.48
9-Jan-24,312.54,549.32
10-Jan-24,314.87,552.48
11-Jan-24,314.69,558.99
12-Jan-24,314.97,562.04
16-Jan-24,313.45,560.69
17-Jan-24,311.15,568.15
18-Jan-24,314.81,576.29
19-Jan-24,319.98,572.63
22-Jan-24,320.87,576.68
23-Jan-24,322.09,582.89
24-Jan-24,322.56,586.81
25-Jan-24,324.85,585.22
26-Jan-24,324.31,595.04
29-Jan-24,327.67,593.12
30-Jan-24,327.34,574.44
31-Jan-24,320.37,584.96
1-Feb-24,325.87,597.58
2-Feb-24,330.36,588.13
5-Feb-24,328.79,587.86
6-Feb-24,330.03,602.38
7-Feb-24,333.62,602.48
8-Feb-24,333.81,613.41
9-Feb-24,336.32,604.44
12-Feb-24,336.13,589.27
13-Feb-24,330.12,594.65
14-Feb-24,334.03,589.68
15-Feb-24,337.02,585.44
16-Feb-24,334.85,585.44
